ZIP Code,Week Number,Week Start,Week End,Cases - Weekly,Cases - Cumulative,Case Rate - Weekly,Case Rate - Cumulative,Tests - Weekly,Tests - Cumulative,Test Rate - Weekly,Test Rate - Cumulative,Percent Tested Positive - Weekly,Percent Tested Positive - Cumulative,Deaths - Weekly,Deaths - Cumulative,Death Rate - Weekly,Death Rate - Cumulative,Population,Row ID,ZIP Code Location
60647,16,04/12/2020,04/18/2020,123,281,141,321.1,404,1152,462,1316.4,0.3,0.2,6,7,6.9,8.0,87509,60647-2020-16,POINT (-87.701101 41.921058)
60603,4,01/24/2021,01/30/2021,1,59,85,5025.6,93,1455,7922,123935.3,0.0,0.0,0,0,0.0,0.0,1174,60603-2021-4,POINT (-87.625473 41.880112)
60655,21,05/17/2020,05/23/2020,17,252,59,874.9,344,2148,1194,7457.3,0.1,0.1,0,7,0.0,24.3,28804,60655-2020-21,POINT (-87.701434 41.696456)
60623,20,05/10/2020,05/16/2020,443,2691,515,3129.8,1519,6309,1767,7337.8,0.3,0.4,22,94,25.6,109.3,85979,60623-2020-20,POINT (-87.717446 41.850321)
60603,17,04/25/2021,05/01/2021,0,77,0,6558.8,90,2550,7666,217206.1,0.0,0.0,0,0,0.0,0.0,1174,60603-2021-17,POINT (-87.625473 41.880112)
60603,35,08/23/2020,08/29/2020,1,12,85,1022.1,20,329,1704,28023.9,0.0,0.1,0,0,0.0,0.0,1174,60603-2020-35,POINT (-87.625473 41.880112)
60610,14,03/29/2020,04/04/2020,18,81,46,207.6,85,276,218,707.3,0.2,0.2,0,0,0.0,0.0,39019,60610-2020-14,POINT (-87.63581 41.90455)
60631,45,11/01/2020,11/07/2020,180,1152,610,3901.2,1312,18983,4443,64286,0.1,0.1,2,46,6.8,155.8,29529,60631-2020-45,POINT (-87.813371 41.995019)
60659,43,10/18/2020,10/24/2020,93,1356,226,3301.8,969,14500,2360,35307.3,0.1,0.1,0,48,0.0,116.9,41068,60659-2020-43,POINT (-87.703266 41.990803)
60607,13,03/22/2020,03/28/2020,29,46,98,155.5,123,201,416,679.3,0.2,0.2,0,0,0.0,0.0,29591,60607-2020-13,POINT (-87.652727 41.876104)
60610,53,12/27/2020,01/02/2021,81,2395,208,6138,1532,41810,3926,107152.9,0.1,0.1,1,24,2.6,61.5,39019,60610-2020-53,POINT (-87.63581 41.90455)
60614,23,05/31/2020,06/06/2020,4,505,6,708.2,520,4417,729,6194.3,0.0,0.1,0,62,0.0,86.9,71308,60614-2020-23,POINT (-87.652064 41.922605)
60707,12,03/15/2020,03/21/2020,,,,,12,15,28,34.9,0.0,0.0,0,0,0.0,0.0,43019,60707-2020-12,POINT (-87.808283 41.921777)
60641,30,07/19/2020,07/25/2020,60,1790,84,2520.3,1290,15921,1816,22416.7,0.1,0.1,0,53,0.0,74.6,71023,60641-2020-30,POINT (-87.746791 41.946682)
60654,42,10/11/2020,10/17/2020,52,485,272,2534.6,750,9690,3920,50640.2,0.1,0.0,0,2,0.0,10.5,19135,60654-2020-42,POINT (-87.636354 41.892485)
60656,35,08/23/2020,08/29/2020,33,536,120,1943.5,499,7067,1809,25624.6,0.1,0.1,0,11,0.0,39.9,27579,60656-2020-35,POINT (-87.817934 41.974566)
60707,23,05/31/2020,06/06/2020,16,366,37,850.8,178,1996,414,4639.8,0.1,0.2,0,12,0.0,27.9,43019,60707-2020-23,POINT (-87.808283 41.921777)
60601,32,08/02/2020,08/08/2020,4,120,27,817.7,228,2343,1554,15965.9,0.0,0.0,0,5,0.0,34.1,14675,60601-2020-32,POINT (-87.622844 41.886262)
60827,50,12/06/2020,12/12/2020,13,215,46,752.4,,807,0,2823.9,0.0,0.1,0,10,0.0,35.0,28577,60827-2020-50,POINT (-87.633087 41.650765)
60657,20,05/10/2020,05/16/2020,28,288,40,411.1,497,2210,710,3154.8,0.1,0.1,3,20,4.3,28.6,70052,60657-2020-20,POINT (-87.658216 41.939715)
60636,12,03/15/2020,03/21/2020,12,14,37,43.5,52,58,162,180.1,0.2,0.2,1,1,3.1,3.1,32203,60636-2020-12,POINT (-87.668597 41.77599)
60651,17,04/19/2020,04/25/2020,201,597,318,944.4,589,1646,932,2603.7,0.3,0.3,11,29,17.4,45.9,63218,60651-2020-17,POINT (-87.741017 41.901964)
60613,38,09/13/2020,09/19/2020,48,777,96,1550.5,1173,17931,2341,35781.1,0.0,0.0,0,31,0.0,61.9,50113,60613-2020-38,POINT (-87.661343 41.953742)
60619,19,05/03/2020,05/09/2020,71,704,116,1149.2,681,3159,1112,5156.9,0.1,0.2,5,44,8.2,71.8,61258,60619-2020-19,POINT (-87.60569 41.744737)
60666,42,10/11/2020,10/17/2020,,,,,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,60666-2020-42,POINT (-87.896371 41.979511)
60632,34,08/16/2020,08/22/2020,163,4047,179,4445.3,1636,22187,1797,24370.9,0.1,0.2,0,98,0.0,107.6,91039,60632-2020-34,POINT (-87.711251 41.810038)
60657,41,10/04/2020,10/10/2020,96,1165,137,1663.1,2619,31689,3739,45236.4,0.0,0.0,0,29,0.0,41.4,70052,60657-2020-41,POINT (-87.658216 41.939715)
60628,13,03/22/2020,03/28/2020,95,121,142,181.3,230,351,345,526,0.4,0.3,1,1,1.5,1.5,66724,60628-2020-13,POINT (-87.621537 41.694192)
60649,11,03/08/2020,03/14/2020,,,,,2,3,4,6.5,0.0,0.0,0,0,0.0,0.0,46024,60649-2020-11,POINT (-87.571522 41.762202)
60666,12,03/21/2021,03/27/2021,,,,,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,60666-2021-12,POINT (-87.896371 41.979511)
60827,23,05/31/2020,06/06/2020,2,79,7,276.4,28,369,98,1291.2,0.1,0.2,0,7,0.0,24.5,28577,60827-2020-23,POINT (-87.633087 41.650765)
60628,18,04/26/2020,05/02/2020,111,754,166,1130,545,2405,817,3604.4,0.2,0.3,13,53,19.5,79.4,66724,60628-2020-18,POINT (-87.621537 41.694192)
60666,10,03/01/2020,03/07/2020,,,,,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,60666-2020-10,POINT (-87.896371 41.979511)
60643,19,05/03/2020,05/09/2020,50,585,100,1173,426,2846,854,5706.8,0.1,0.2,6,41,12.0,82.2,49870,60643-2020-19,POINT (-87.662381 41.700445)
60610,29,07/12/2020,07/18/2020,23,372,59,953.4,917,6882,2350,17637.6,0.0,0.1,0,10,0.0,25.6,39019,60610-2020-29,POINT (-87.63581 41.90455)
60610,31,07/26/2020,08/01/2020,20,419,51,1073.8,867,8520,2222,21835.5,0.0,0.0,0,10,0.0,25.6,39019,60610-2020-31,POINT (-87.63581 41.90455)
60644,36,08/30/2020,09/05/2020,19,1567,40,3284.3,894,17467,1874,36609.2,0.0,0.1,0,93,0.0,194.9,47712,60644-2020-36,POINT (-87.756863 41.881113)
60633,17,04/19/2020,04/25/2020,18,48,140,372.9,69,200,536,1553.9,0.2,0.2,0,0,0.0,0.0,12871,60633-2020-17,POINT (-87.556037 41.653147)
60646,18,04/26/2020,05/02/2020,49,236,175,843.2,219,1263,782,4512.8,0.2,0.2,4,9,14.3,32.2,27987,60646-2020-18,POINT (-87.761826 41.993931)
60615,17,04/19/2020,04/25/2020,45,216,108,519.7,249,1099,599,2644.2,0.2,0.2,2,7,4.8,16.8,41563,60615-2020-17,POINT (-87.602725 41.801993)
60602,4,01/24/2021,01/30/2021,8,86,643,6913.2,52,1754,4180,140996.8,0.2,0.1,0,1,0.0,80.4,1244,60602-2021-4,POINT (-87.628309 41.883136)
60611,31,07/26/2020,08/01/2020,22,286,68,882,734,7932,2264,24461.9,0.0,0.0,0,3,0.0,9.3,32426,60611-2020-31,POINT (-87.620291 41.894734)
60607,29,07/12/2020,07/18/2020,13,518,44,1750.5,616,4647,2082,15704.1,0.0,0.1,0,4,0.0,13.5,29591,60607-2020-29,POINT (-87.652727 41.876104)
60827,18,04/26/2020,05/02/2020,9,44,32,154,49,149,172,521.4,0.1,0.2,0,3,0.0,10.5,28577,60827-2020-18,POINT (-87.633087 41.650765)
60619,18,04/26/2020,05/02/2020,82,633,134,1033.3,573,2478,935,4045.2,0.2,0.2,7,39,11.4,63.7,61258,60619-2020-18,POINT (-87.60569 41.744737)
60646,39,09/20/2020,09/26/2020,21,593,75,2118.8,454,10015,1622,35784.5,0.1,0.1,0,44,0.0,157.2,27987,60646-2020-39,POINT (-87.761826 41.993931)
60707,4,01/24/2021,01/30/2021,43,1975,100,4591,,4389,0,10202.5,0.0,0.1,2,36,4.6,83.7,43019,60707-2021-4,POINT (-87.808283 41.921777)
60604,28,07/05/2020,07/11/2020,0,24,0,3069.1,29,221,3708,28260.9,0.0,0.1,0,0,0.0,0.0,782,60604-2020-28,POINT (-87.629029 41.878153)
60625,10,03/01/2020,03/07/2020,,,,,2,2,2,2.5,0.0,0.0,0,0,0.0,0.0,79243,60625-2020-10,POINT (-87.701816 41.971155)
60605,21,05/17/2020,05/23/2020,14,169,51,614.1,230,1270,836,4615,0.1,0.1,0,1,0.0,3.6,27519,60605-2020-21,POINT (-87.623449 41.867824)
60827,13,03/22/2020,03/28/2020,8,11,28,38.5,14,20,49,70,0.5,0.4,0,0,0.0,0.0,28577,60827-2020-13,POINT (-87.633087 41.650765)
60624,12,03/15/2020,03/21/2020,18,19,50,52.5,87,97,241,268.3,0.2,0.2,0,0,0.0,0.0,36158,60624-2020-12,POINT (-87.722735 41.879417)
60602,19,05/03/2020,05/09/2020,3,8,241,643.1,22,72,1768,5787.8,0.1,0.2,0,0,0.0,0.0,1244,60602-2020-19,POINT (-87.628309 41.883136)
60601,22,05/24/2020,05/30/2020,1,70,7,477,86,601,586,4095.4,0.0,0.1,0,4,0.0,27.3,14675,60601-2020-22,POINT (-87.622844 41.886262)
60608,21,05/17/2020,05/23/2020,174,1560,220,1969.6,988,5386,1247,6800.1,0.2,0.3,4,43,5.1,54.3,79205,60608-2020-21,POINT (-87.670366 41.849879)
60610,24,06/07/2020,06/13/2020,6,265,15,679.2,437,3134,1120,8032,0.0,0.1,1,8,2.6,20.5,39019,60610-2020-24,POINT (-87.63581 41.90455)
60623,17,04/19/2020,04/25/2020,460,1027,535,1194.5,929,2124,1080,2470.4,0.5,0.4,14,38,16.3,44.2,85979,60623-2020-17,POINT (-87.717446 41.850321)
60629,43,10/18/2020,10/24/2020,506,6671,452,5964.2,2995,44361,2678,39661.2,0.2,0.2,1,122,0.9,109.1,111850,60629-2020-43,POINT (-87.711565 41.777061)
60616,16,04/12/2020,04/18/2020,46,200,84,367.2,219,772,402,1417.5,0.2,0.2,7,15,12.9,27.5,54464,60616-2020-16,POINT (-87.629531 41.844869)
60655,28,07/05/2020,07/11/2020,30,324,104,1124.8,454,4796,1576,16650.5,0.1,0.1,0,9,0.0,31.2,28804,60655-2020-28,POINT (-87.701434 41.696456)
60607,20,05/10/2020,05/16/2020,14,421,47,1422.7,220,1284,744,4339.2,0.1,0.1,0,4,0.0,13.5,29591,60607-2020-20,POINT (-87.652727 41.876104)
60651,49,11/29/2020,12/05/2020,380,5117,601,8094.2,2235,38822,3535,61409.7,0.2,0.1,6,99,9.5,156.6,63218,60651-2020-49,POINT (-87.741017 41.901964)
60827,15,04/11/2021,04/17/2021,6,322,21,1126.8,,807,0,2823.9,0.0,0.1,0,12,0.0,42.0,28577,60827-2021-15,POINT (-87.633087 41.650765)
60606,13,03/22/2020,03/28/2020,,,,,20,40,645,1289.9,0.2,0.2,0,0,0.0,0.0,3101,60606-2020-13,POINT (-87.63676 41.882634)
60654,23,05/31/2020,06/06/2020,3,145,16,757.8,138,1109,721,5795.7,0.0,0.1,0,1,0.0,5.2,19135,60654-2020-23,POINT (-87.636354 41.892485)
60622,20,05/10/2020,05/16/2020,72,527,136,998.2,490,2280,928,4318.8,0.2,0.2,5,46,9.5,87.1,52793,60622-2020-20,POINT (-87.681818 41.902762)
60827,3,01/17/2021,01/23/2021,7,266,24,930.8,,807,0,2823.9,0.0,0.1,0,11,0.0,38.5,28577,60827-2021-3,POINT (-87.633087 41.650765)
60603,30,07/19/2020,07/25/2020,1,9,85,766.6,30,229,2555,19506,0.0,0.1,0,0,0.0,0.0,1174,60603-2020-30,POINT (-87.625473 41.880112)
60647,20,05/10/2020,05/16/2020,183,1073,209,1226.2,851,4008,972,4580.1,0.2,0.3,11,56,12.6,64.0,87509,60647-2020-20,POINT (-87.701101 41.921058)
60827,33,08/09/2020,08/15/2020,1,100,4,349.9,,807,0,2823.9,0.0,0.1,0,7,0.0,24.5,28577,60827-2020-33,POINT (-87.633087 41.650765)
60618,14,03/29/2020,04/04/2020,63,122,67,129.2,204,502,216,531.8,0.3,0.2,0,0,0.0,0.0,94395,60618-2020-14,POINT (-87.703343 41.946699)
60629,7,02/14/2021,02/20/2021,98,15878,88,14195.8,1589,98309,1421,87893.6,0.1,0.2,3,228,2.7,203.8,111850,60629-2021-7,POINT (-87.711565 41.777061)
60632,15,04/05/2020,04/11/2020,115,205,126,225.2,282,615,310,675.5,0.4,0.3,6,8,6.6,8.8,91039,60632-2020-15,POINT (-87.711251 41.810038)
60609,12,03/15/2020,03/21/2020,13,14,21,22.8,62,67,101,109,0.2,0.2,0,0,0.0,0.0,61495,60609-2020-12,POINT (-87.653382 41.812017)
60604,15,04/11/2021,04/17/2021,0,102,0,13043.5,234,2837,29923,362787.7,0.0,0.0,0,0,0.0,0.0,782,60604-2021-15,POINT (-87.629029 41.878153)
60636,19,05/03/2020,05/09/2020,76,503,236,1562,360,1441,1118,4474.7,0.2,0.3,5,39,15.5,121.1,32203,60636-2020-19,POINT (-87.668597 41.77599)
60642,34,08/16/2020,08/22/2020,16,317,79,1569.2,539,6394,2668,31651.9,0.0,0.1,0,13,0.0,64.4,20201,60642-2020-34,POINT (-87.657821 41.899935)
60646,50,12/06/2020,12/12/2020,100,1649,357,5892,1131,20896,4041,74663.2,0.1,0.1,0,52,0.0,185.8,27987,60646-2020-50,POINT (-87.761826 41.993931)
60707,8,02/21/2021,02/27/2021,16,2044,37,4751.4,,4389,0,10202.5,0.0,0.1,2,40,4.6,93.0,43019,60707-2021-8,POINT (-87.808283 41.921777)
60661,36,08/30/2020,09/05/2020,5,128,50,1289.5,259,2917,2609,29387.5,0.0,0.0,0,0,0.0,0.0,9926,60661-2020-36,POINT (-87.644283 41.882786)
60666,25,06/14/2020,06/20/2020,,,,,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,60666-2020-25,POINT (-87.896371 41.979511)
60624,48,11/22/2020,11/28/2020,112,2024,310,5597.7,838,19931,2318,55122,0.1,0.1,5,42,13.8,116.2,36158,60624-2020-48,POINT (-87.722735 41.879417)
60644,25,06/14/2020,06/20/2020,22,1297,46,2718.4,781,7128,1637,14939.6,0.0,0.2,2,89,4.2,186.5,47712,60644-2020-25,POINT (-87.756863 41.881113)
60603,5,01/31/2021,02/06/2021,4,63,341,5366.3,83,1538,7070,131005.1,0.0,0.0,0,0,0.0,0.0,1174,60603-2021-5,POINT (-87.625473 41.880112)
60642,17,04/19/2020,04/25/2020,31,73,154,361.4,116,395,574,1955.3,0.3,0.2,0,1,0.0,5.0,20201,60642-2020-17,POINT (-87.657821 41.899935)
60661,16,04/12/2020,04/18/2020,3,20,30,201.5,30,114,302,1148.5,0.0,0.1,0,0,0.0,0.0,9926,60661-2020-16,POINT (-87.644283 41.882786)
60644,41,10/04/2020,10/10/2020,34,1696,71,3554.7,814,22016,1706,46143.5,0.1,0.1,0,94,0.0,197.0,47712,60644-2020-41,POINT (-87.756863 41.881113)
60659,26,06/21/2020,06/27/2020,20,813,49,1979.6,605,4767,1473,11607.6,0.0,0.2,0,41,0.0,99.8,41068,60659-2020-26,POINT (-87.703266 41.990803)
60659,28,07/05/2020,07/11/2020,19,840,46,2045.4,511,5811,1244,14149.7,0.0,0.1,0,41,0.0,99.8,41068,60659-2020-28,POINT (-87.703266 41.990803)
60707,10,03/07/2021,03/13/2021,15,2074,35,4821.1,,4389,0,10202.5,0.0,0.1,0,40,0.0,93.0,43019,60707-2021-10,POINT (-87.808283 41.921777)
60827,10,03/07/2021,03/13/2021,2,293,7,1025.3,,807,0,2823.9,0.0,0.1,0,12,0.0,42.0,28577,60827-2021-10,POINT (-87.633087 41.650765)
60707,44,10/25/2020,10/31/2020,95,858,221,1994.5,,4389,0,10202.5,0.0,0.1,1,14,2.3,32.5,43019,60707-2020-44,POINT (-87.808283 41.921777)
60660,17,04/19/2020,04/25/2020,42,226,97,522.6,214,780,495,1803.8,0.2,0.2,9,18,20.8,41.6,43242,60660-2020-17,POINT (-87.666362 41.991062)
60641,12,03/15/2020,03/21/2020,10,11,14,15.5,60,65,84,91.5,0.1,0.1,0,0,0.0,0.0,71023,60641-2020-12,POINT (-87.746791 41.946682)
60656,18,04/26/2020,05/02/2020,33,159,120,576.5,199,1071,722,3883.4,0.2,0.2,2,6,7.3,21.8,27579,60656-2020-18,POINT (-87.817934 41.974566)
60629,11,03/08/2020,03/14/2020,,,,,5,7,4,6.3,0.0,0.0,0,0,0.0,0.0,111850,60629-2020-11,POINT (-87.711565 41.777061)
60602,34,08/16/2020,08/22/2020,0,20,0,1607.7,35,513,2814,41237.9,0.0,0.1,0,0,0.0,0.0,1244,60602-2020-34,POINT (-87.628309 41.883136)
60666,8,02/21/2021,02/27/2021,,,,,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,60666-2021-8,POINT (-87.896371 41.979511)
60603,45,11/01/2020,11/07/2020,0,19,0,1618.4,41,647,3492,55110.7,0.0,0.0,0,0,0.0,0.0,1174,60603-2020-45,POINT (-87.625473 41.880112)
60613,30,07/19/2020,07/25/2020,28,533,56,1063.6,966,9073,1928,18105.1,0.0,0.1,0,31,0.0,61.9,50113,60613-2020-30,POINT (-87.661343 41.953742)
60616,14,04/04/2021,04/10/2021,78,3590,143,6591.5,1803,71036,3310,130427.4,0.0,0.1,0,90,0.0,165.2,54464,60616-2021-14,POINT (-87.629531 41.844869)
60640,27,06/28/2020,07/04/2020,34,914,49,1311.1,1877,11325,2692,16244.7,0.0,0.1,1,86,1.4,123.4,69715,60640-2020-27,POINT (-87.662232 41.971888)
60646,3,01/17/2021,01/23/2021,69,2180,246,7789.3,1057,27562,3777,98481.4,0.1,0.1,1,59,3.6,210.8,27987,60646-2021-3,POINT (-87.761826 41.993931)
60646,23,05/31/2020,06/06/2020,6,372,21,1329.2,268,2700,958,9647.3,0.0,0.1,3,38,10.7,135.8,27987,60646-2020-23,POINT (-87.761826 41.993931)
60641,15,04/05/2020,04/11/2020,112,202,158,284.4,314,697,442,981.4,0.3,0.2,4,6,5.6,8.4,71023,60641-2020-15,POINT (-87.746791 41.946682)
60655,11,03/08/2020,03/14/2020,,,,,5,5,17,17.4,0.0,0.0,0,0,0.0,0.0,28804,60655-2020-11,POINT (-87.701434 41.696456)
60604,11,03/08/2020,03/14/2020,,,,,1,1,128,127.9,0.0,0.0,0,0,0.0,0.0,782,60604-2020-11,POINT (-87.629029 41.878153)
60660,14,03/29/2020,04/04/2020,28,64,65,148,91,245,210,566.6,0.3,0.2,1,1,2.3,2.3,43242,60660-2020-14,POINT (-87.666362 41.991062)
60603,13,03/28/2021,04/03/2021,0,72,0,6132.9,80,2187,6814,186286.2,0.0,0.0,0,0,0.0,0.0,1174,60603-2021-13,POINT (-87.625473 41.880112)
60827,45,11/01/2020,11/07/2020,8,148,28,517.9,,807,0,2823.9,0.0,0.1,0,8,0.0,28.0,28577,60827-2020-45,POINT (-87.633087 41.650765)
60643,23,05/31/2020,06/06/2020,18,717,36,1437.7,405,4981,812,9988,0.1,0.1,3,58,6.0,116.3,49870,60643-2020-23,POINT (-87.662381 41.700445)
60604,43,10/18/2020,10/24/2020,1,35,128,4475.7,28,620,3581,79283.9,0.0,0.1,0,0,0.0,0.0,782,60604-2020-43,POINT (-87.629029 41.878153)
60605,36,08/30/2020,09/05/2020,23,361,84,1311.8,520,8494,1890,30865.9,0.0,0.0,0,2,0.0,7.3,27519,60605-2020-36,POINT (-87.623449 41.867824)
60613,50,12/06/2020,12/12/2020,141,2409,281,4807.1,2511,45170,5011,90136.3,0.1,0.1,1,37,2.0,73.8,50113,60613-2020-50,POINT (-87.661343 41.953742)
60619,11,03/08/2020,03/14/2020,,,,,9,9,15,14.7,0.0,0.0,0,0,0.0,0.0,61258,60619-2020-11,POINT (-87.60569 41.744737)
60631,18,04/26/2020,05/02/2020,25,150,85,508,209,1251,708,4236.5,0.1,0.1,0,2,0.0,6.8,29529,60631-2020-18,POINT (-87.813371 41.995019)
60707,27,06/28/2020,07/04/2020,7,403,16,936.8,250,2897,581,6734.2,0.1,0.2,0,12,0.0,27.9,43019,60707-2020-27,POINT (-87.808283 41.921777)
60654,10,03/01/2020,03/07/2020,,,,,2,2,10,10.5,0.0,0.0,0,0,0.0,0.0,19135,60654-2020-10,POINT (-87.636354 41.892485)
60642,14,03/29/2020,04/04/2020,11,27,54,133.7,45,148,223,732.6,0.2,0.1,0,0,0.0,0.0,20201,60642-2020-14,POINT (-87.657821 41.899935)
60659,11,03/08/2020,03/14/2020,,,,,4,5,10,12.2,0.0,0.0,0,0,0.0,0.0,41068,60659-2020-11,POINT (-87.703266 41.990803)
60602,29,07/12/2020,07/18/2020,0,17,0,1366.6,31,333,2492,26768.5,0.0,0.1,0,0,0.0,0.0,1244,60602-2020-29,POINT (-87.628309 41.883136)
60666,53,12/27/2020,01/02/2021,,,,,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,60666-2020-53,POINT (-87.896371 41.979511)
60661,19,05/03/2020,05/09/2020,4,31,40,312.3,49,227,494,2286.9,0.1,0.1,0,0,0.0,0.0,9926,60661-2020-19,POINT (-87.644283 41.882786)
60625,2,01/10/2021,01/16/2021,145,5677,183,7164,2881,72246,3636,91170.2,0.1,0.1,7,165,8.8,208.2,79243,60625-2021-2,POINT (-87.701816 41.971155)
60601,17,04/19/2020,04/25/2020,7,44,48,299.8,35,198,238,1349.2,0.1,0.1,1,2,6.8,13.6,14675,60601-2020-17,POINT (-87.622844 41.886262)
60629,13,03/28/2021,04/03/2021,137,16489,122,14742.1,2057,109514,1839,97911.5,0.1,0.2,1,235,0.9,210.1,111850,60629-2021-13,POINT (-87.711565 41.777061)
60604,1,01/03/2021,01/09/2021,3,81,384,10358.1,68,1244,8696,159079.3,0.0,0.1,0,0,0.0,0.0,782,60604-2021-1,POINT (-87.629029 41.878153)
60604,7,02/14/2021,02/20/2021,1,88,128,11253.2,64,1624,8184,207672.6,0.0,0.1,0,0,0.0,0.0,782,60604-2021-7,POINT (-87.629029 41.878153)
60607,15,04/05/2020,04/11/2020,204,284,689,959.8,118,403,399,1361.9,0.2,0.2,1,1,3.4,3.4,29591,60607-2020-15,POINT (-87.652727 41.876104)
60617,14,03/29/2020,04/04/2020,100,208,121,252,271,638,328,773,0.3,0.3,7,10,8.5,12.1,82534,60617-2020-14,POINT (-87.556897 41.721257)
60608,27,06/28/2020,07/04/2020,36,1885,46,2379.9,998,10715,1260,13528.2,0.0,0.2,3,72,3.8,90.9,79205,60608-2020-27,POINT (-87.670366 41.849879)
60633,21,05/17/2020,05/23/2020,12,109,93,846.9,103,578,800,4490.7,0.1,0.2,0,2,0.0,15.5,12871,60633-2020-21,POINT (-87.556037 41.653147)
60610,19,05/03/2020,05/09/2020,22,177,56,453.6,251,1142,643,2926.8,0.1,0.1,1,4,2.6,10.3,39019,60610-2020-19,POINT (-87.63581 41.90455)
60655,16,04/12/2020,04/18/2020,34,149,118,517.3,278,830,965,2881.5,0.1,0.2,1,4,3.5,13.9,28804,60655-2020-16,POINT (-87.701434 41.696456)
60637,18,04/26/2020,05/02/2020,50,356,105,750.2,415,1984,874,4180.9,0.1,0.2,1,14,2.1,29.5,47454,60637-2020-18,POINT (-87.604053 41.780991)
60639,24,06/07/2020,06/13/2020,117,3369,129,3722,1141,12762,1260,14099,0.2,0.3,7,94,7.7,103.8,90517,60639-2020-24,POINT (-87.75531 41.920609)
60640,15,04/05/2020,04/11/2020,75,175,108,251,181,585,260,839.1,0.3,0.2,5,8,7.2,11.5,69715,60640-2020-15,POINT (-87.662232 41.971888)
60602,24,06/07/2020,06/13/2020,0,13,0,1045,26,185,2090,14871.4,0.1,0.1,0,0,0.0,0.0,1244,60602-2020-24,POINT (-87.628309 41.883136)
60646,13,03/22/2020,03/28/2020,17,26,61,92.9,119,165,425,589.6,0.1,0.1,2,2,7.1,7.1,27987,60646-2020-13,POINT (-87.761826 41.993931)
60610,6,02/07/2021,02/13/2021,43,2833,110,7260.6,1567,51696,4016,132489.3,0.0,0.1,1,30,2.6,76.9,39019,60610-2021-6,POINT (-87.63581 41.90455)
60619,16,04/12/2020,04/18/2020,93,432,152,705.2,391,1304,638,2128.7,0.3,0.3,6,27,9.8,44.1,61258,60619-2020-16,POINT (-87.60569 41.744737)
60605,33,08/09/2020,08/15/2020,8,313,29,1137.4,553,6832,2010,24826.5,0.0,0.0,0,1,0.0,3.6,27519,60605-2020-33,POINT (-87.623449 41.867824)
60615,22,05/24/2020,05/30/2020,20,353,48,849.3,433,3039,1042,7311.8,0.1,0.1,0,14,0.0,33.7,41563,60615-2020-22,POINT (-87.602725 41.801993)
60707,17,04/25/2021,05/01/2021,20,2264,46,5262.8,,4389,0,10202.5,0.0,0.1,2,43,4.6,100.0,43019,60707-2021-17,POINT (-87.808283 41.921777)
60641,32,08/02/2020,08/08/2020,70,1934,99,2723.1,1445,18926,2035,26647.7,0.1,0.1,0,53,0.0,74.6,71023,60641-2020-32,POINT (-87.746791 41.946682)
60631,13,03/22/2020,03/28/2020,21,31,71,105,185,214,626,724.7,0.1,0.1,0,0,0.0,0.0,29529,60631-2020-13,POINT (-87.813371 41.995019)
60608,10,03/01/2020,03/07/2020,,,,,3,3,4,3.8,0.0,0.0,0,0,0.0,0.0,79205,60608-2020-10,POINT (-87.670366 41.849879)
60651,14,03/29/2020,04/04/2020,77,157,122,248.3,202,415,320,656.5,0.3,0.3,7,7,11.1,11.1,63218,60651-2020-14,POINT (-87.741017 41.901964)
60654,38,09/13/2020,09/19/2020,21,348,110,1818.7,576,7234,3010,37805.1,0.0,0.0,0,2,0.0,10.5,19135,60654-2020-38,POINT (-87.636354 41.892485)
60666,38,09/13/2020,09/19/2020,,,,,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,60666-2020-38,POINT (-87.896371 41.979511)
60656,30,07/19/2020,07/25/2020,20,359,72,1301.7,403,4889,1461,17727.3,0.1,0.1,0,10,0.0,36.3,27579,60656-2020-30,POINT (-87.817934 41.974566)
60602,46,11/08/2020,11/14/2020,4,47,322,3778.1,64,1109,5145,89147.9,0.1,0.1,0,0,0.0,0.0,1244,60602-2020-46,POINT (-87.628309 41.883136)
60656,45,11/01/2020,11/07/2020,169,1157,613,4195.2,884,12981,3205,47068.4,0.2,0.1,0,18,0.0,65.3,27579,60656-2020-45,POINT (-87.817934 41.974566)
60604,32,08/02/2020,08/08/2020,0,24,0,3069.1,26,304,3325,38874.7,0.0,0.1,0,0,0.0,0.0,782,60604-2020-32,POINT (-87.629029 41.878153)
60610,51,12/13/2020,12/19/2020,83,2236,213,5730.5,2233,38390,5723,98388,0.0,0.1,1,23,2.6,58.9,39019,60610-2020-51,POINT (-87.63581 41.90455)
60613,24,06/07/2020,06/13/2020,14,391,28,780.2,710,3606,1417,7195.7,0.0,0.1,0,28,0.0,55.9,50113,60613-2020-24,POINT (-87.661343 41.953742)
60615,32,08/02/2020,08/08/2020,14,535,34,1287.2,744,9715,1790,23374.2,0.0,0.1,0,16,0.0,38.5,41563,60615-2020-32,POINT (-87.602725 41.801993)
